addr1,addr2,areacode,cat1,cat2,cat3,contentid,contenttypeid,createdtime,firstimage,firstimage2,cpyrhtDivCd,mapx,mapy,mlevel,modifiedtime,sigungucode,tel,title,zipcode,lDongRegnCd,lDongSignguCd,lclsSystm1,lclsSystm2,lclsSystm3,area_name,relaAcdntRiskMtr,acmpyTypeCd,relaPosesFclty,relaFrnshPrdlst,etcAcmpyInfo,relaPurcPrdlst,acmpyPsblCpam,relaRntlPrdlst,acmpyNeedMtr,indoor_possible,outdoor_possible,homepage,opertime,data_source,province,gu_name,content_type_name
서울특별시 은평구 녹번로1길 13 (녹번동),1층,1,A05,A0502,A05020900,3450526,39,20241218174225,http://tong.visitkorea.or.kr/cms/resource/38/3450438_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/38/3450438_image3_1.jpg,Type1,126.9266024479,37.6047933126,6,20250729084626,22,,카페우리,03380,11,380,FD,FD05,FD050100,서울,,일부구역 동반가능,,,,,보조견 동반 입장 가능,,,,,,,TourAPI,서울,은평구,음식점
서울특별시 구로구 연동로 240,,1,A01,A0101,A01010700,2675098,12,20201007055358,http://tong.visitkorea.or.kr/cms/resource/46/3545146_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/46/3545146_image3_1.jpg,Type1,126.8240846662,37.4830806290,6,20251023143000,7,,푸른수목원,08361,11,530,NA,NA04,NA040700,서울,,일부구역 동반가능,,,"- 목줄과 이름표가 부착된 반려동물에 한해 공원(열린숲, 호수원, 습지원) 동반 가능
- 주제원, 식물문화센터 내부는 동반 불가
- 맹견의 경우, 입마개 착용 필수
- 배변봉투 지참 및 배변처리 필수",,전 견종 동반 가능,,"목줄 착용,기타",,,,,TourAPI,서울,구로구,관광지
서울특별시 송파구 한가람로 14길 16,,1,A02,A0202,A02020700,3112160,12,20240329152932,,,,127.1152983219,37.5358630481,6,20240731074633,18,,풍납백제문화공원,05524,11,710,VE,VE03,VE030400,서울,,,,,,,,,,,,,,TourAPI,서울,송파구,관광지
서울특별시 노원구 화랑로 608 (공릉동),,1,A02,A0202,A02020700,2654601,12,20200428185927,http://tong.visitkorea.or.kr/cms/resource/16/3573216_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/16/3573216_image3_1.jpg,Type1,127.0931061506,37.6245051267,6,20251127103135,9,,화랑대 철도공원,01802,11,350,VE,VE03,VE030100,서울,,일부구역 동반가능,,,"- 철도박물관 및 카페는 동반 불가
- 타임뮤지엄은 이동장(켄넬) 및 반려동물 유모차 탑승 필수
- 맹견의 경우, 입마개 착용 필수
- 배변봉투 지참 및 배변처리 필수",,전 견종 동반 가능,,목줄 착용,,,,,TourAPI,서울,노원구,관광지
서울특별시 강서구 공항대로53나길 6-9,(등촌동),1,B02,B0201,B02011100,2610960,32,20190712223935,,,,126.8595266354,37.5550895591,,20251023143000,4,,회랑정,07570,11,500,AC,AC06,AC060200,서울,,전구역 동반가능,,,,,,,,,,,,TourAPI,서울,강서구,숙박
서울특별시 종로구 효자로7길 7-5,(통의동),1,B02,B0201,B02011600,2695730,32,20201210034449,,,,126.9734877974,37.5787999537,,20241127155914,23,,효자스테이,03044,11,110,AC,AC03,AC030200,서울,,전구역 동반가능,,,,,훈련된 소형견,,,,,,,TourAPI,서울,종로구,숙박
서울특별시 서초구 강남대로 253 (서초동),,1,B02,B0201,B02010100,3465128,32,20250108173707,,,,127.0327822456,37.4859840219,6,20250411090950,15,,힐튼 가든 인 서울 강남,06735,11,650,AC,AC01,AC010100,서울,,,,,장애우 안내견만 이용가능,,,,기타,,,,,TourAPI,서울,서초구,숙박
서울특별시 마포구 양화로 188 (동교동),,1,A04,A0401,A04010600,2900483,38,20221107161700,http://tong.visitkorea.or.kr/cms/resource/77/3573277_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/77/3573277_image3_1.jpg,Type1,126.9265121176,37.5577987750,6,20251127110732,13,,AK PLAZA 홍대,04051,11,440,SH,SH02,SH020100,서울,,일부구역 동반가능,,,"- 이동장(켄넬) 이용 동반이동 가능
- 마트와 식당은 출입 불가
- 매장별 출입 가능 여부가 상이하므로 개별 문의 필요",,전 견종 동반 가능,,이동장(켄넬)사용,,,,,TourAPI,서울,마포구,쇼핑
서울특별시 종로구 평창1길 7-4 (평창동),2층,1,B02,B0201,B02011100,3438559,32,20241206114845,,,,126.9635768407,37.6052328134,6,20241218153532,23,,Stay Vibe,03008,11,110,AC,AC06,AC060200,서울,,전구역 동반가능,,,,,시각 장애인 안내견,,,,,,,TourAPI,서울,종로구,숙박
서울특별시 성북구 성북동,,1,A03,A0302,A03022700,1037031,28,20100603235219,http://tong.visitkorea.or.kr/cms/resource/09/1568109_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/09/1568109_image3_1.jpg,Type3,127.0068155826,37.5693544270,6,20250403153705,17,,[북악하늘길 스카이웨이] 하늘한마당~하늘마루,02834,11,290,LS,LS01,LS011900,서울,,전구역 동반가능,,,"- 맹견의 경우, 입마개 착용 필수
- 배변봉투 지참 및 배변처리 필수",,전 견종 동반 가능,,목줄 착용,,,,,TourAPI,서울,성북구,레포츠
인천광역시 강화군 강화읍 관청길27번길 10,,2,A02,A0203,A02030400,2684765,12,20201123224639,http://tong.visitkorea.or.kr/cms/resource/13/3537413_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/13/3537413_image3_1.jpg,Type1,126.4861109075,37.7484743032,6,20250916145736,1,,강화 원도심 스토리워크,23031,28,710,EX,EX07,EX070200,인천,,일부구역 동반가능,,,"- 동광직물생활문화센터, 성당 내부, 소창체험관은 동반 불가
- 맹견의 경우, 입마개 착용 필수
- 배변봉투 지참 및 배변처리 필수",,전 견종 동반 가능,,목줄 착용,,,,,TourAPI,인천,강화군,관광지
인천광역시 계양구 다남로 278 (목상동),,2,A05,A0502,A05020900,2848931,39,20220905111521,http://tong.visitkorea.or.kr/cms/resource/76/2848776_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/76/2848776_image3_1.jpg,Type3,126.7089010642,37.5703323291,6,20251023143000,2,,개떼놀이터 인천점,21014,28,245,FD,FD05,FD050100,인천,,전구역 동반가능,"수영장, 샤워실, 놀이터","물티슈, 배변봉투",,,17kg 이하 또는 6개월 미만 대형견 동반 가능,,,,,,,TourAPI,인천,계양구,음식점
인천광역시 계양구 계양산로 101 (계산동),,2,A03,A0302,A03022700,2661787,28,20200702224412,http://tong.visitkorea.or.kr/cms/resource/58/3039058_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/58/3039058_image3_1.jpg,Type3,126.7270444752,37.5480713510,6,20250731092043,2,,계양산 둘레길,21041,28,245,LS,LS01,LS011900,인천,,전구역 동반가능,,,"- 맹견의 경우, 입마개 착용 필수
- 배변봉투 지참 및 배변처리 필수",,전 견종 동반 가능,,목줄 착용,,,,,TourAPI,인천,계양구,레포츠
인천광역시 중구 공항로 271 (운서동),제1여객터미널 교통센터 지하1층,2,A02,A0203,A02030400,3428156,12,20241128131350,http://tong.visitkorea.or.kr/cms/resource/07/3432207_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/07/3432207_image3_1.jpg,Type1,126.4521751331,37.4477031811,6,20250731110554,10,,국가유산 방문 캠페인 인천공항 홍보관,22382,28,110,VE,VE12,VE120300,인천,,전구역 동반가능,,,,,,,,,,,,TourAPI,인천,중구,관광지
인천광역시 강화군 교동면 난정리 729,,2,A02,A0205,A02050600,2755474,12,20211012185550,http://tong.visitkorea.or.kr/cms/resource/67/3387867_image2_1.JPG,http://tong.visitkorea.or.kr/cms/resource/67/3387867_image3_1.JPG,Type3,126.2294947954,37.7762804449,6,20250314133732,1,,난정리 전망대,23003,28,710,VE,VE01,VE010200,인천,,전구역 동반가능,,,"- 맹견의 경우, 입마개 착용 필수
- 배변봉투 지참 및 배변처리 필수",,전 견종 동반 가능,,목줄 착용,,,,,TourAPI,인천,강화군,관광지
인천광역시 서구 청라커낼로 270 (청라동),,2,A05,A0502,A05020900,2603720,39,20190529194533,http://tong.visitkorea.or.kr/cms/resource/58/2603758_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/58/2603758_image2_1.jpg,Type3,126.6449773992,37.5325855879,6,20250806154545,7,,누닝 펫푸드카페,22762,28,260,FD,FD05,FD050100,인천,,일부구역 동반가능,,,"- 안거나 리드줄 칙용
- 매너벨트 착용시 풀어놓아도 됨","수제 간식, 매너벨트, 애견용품",모든 반려견 출입가능,,"목줄 착용,매너벨트 착용",,,,,TourAPI,인천,서구,음식점
인천광역시 연수구 송도동 1,(송도동),2,A02,A0202,A02020700,2767888,12,20211104001015,http://tong.visitkorea.or.kr/cms/resource/78/2781378_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/78/2781378_image2_1.jpg,Type3,126.6597659732,37.3953434658,6,20250710184454,8,,달빛축제공원,21994,28,185,VE,VE03,VE030100,인천,,전구역 동반가능,반려견 놀이터,,"- 배변봉투 지참 및 배변처리 필수
- 송도도그파크는 인천시설공단에서 사전예약 후 이용 가능",,"- 동물보호법 시행규칙 제1조 2항에 근거한 맹견품종 제외
(도사견, 아메리칸 핏불 테리어, 아메리칸 스태퍼드셔 테리어, 스태퍼드셔 불 테리어, 로트와일러 및 그 잡종의 개)",,목줄 착용,,,,,TourAPI,인천,연수구,관광지
인천광역시 중구 용유서로 379,,2,A02,A0202,A02020200,2721496,12,20210616220349,http://tong.visitkorea.or.kr/cms/resource/72/2721672_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/72/2721672_image3_1.jpg,Type3,126.3711713261,37.4511819177,6,20251105162324,10,,더위크앤리조트 (THE WEEK & RESORT),22383,28,110,VE,VE05,VE050200,인천,없음,일부구역 동반가능,"펜스, 산책로, 놀이기구,옥상 놀이터",,"- 더테라스스위트 객실만 동반가능
- 배변봉투 지참 및 배변처리 필수",,예방접종 완료한 20kg 이하 동반 가능,,"반려동물 유모차 탑승,이동장(켄넬)사용",,,,,TourAPI,인천,중구,관광지
인천광역시 옹진군 영흥면 선재로 76-27,,2,B02,B0201,B02010700,3469451,32,20250123092528,,,,126.5309181873,37.2365290775,6,20250319175739,9,,러블리펫108 애견펜션,23123,28,720,AC,AC03,AC030100,인천,,일부구역 동반가능,,,,,,,,,,,,TourAPI,인천,옹진군,숙박
인천광역시 미추홀구 토금북로18번길 11 (용현동),,2,B02,B0201,B02010900,3469452,32,20250123092917,,,,126.6362692579,37.4543445307,6,20250319175758,3,,럭셔리 G 모텔,22186,28,177,AC,AC04,AC040100,인천,,일부구역 동반가능,,,,,,,,,,,,TourAPI,인천,미추홀구,숙박
인천광역시 중구 은하수로 35 (중산동),로얄엠포리움호텔,2,B02,B0201,B02010100,3469415,32,20250123084525,,,,126.5782901754,37.4918752573,6,20250730103853,10,,로얄엠포리움호텔,22410,28,110,AC,AC01,AC010100,인천,,일부구역 동반가능,,,0,,반려견,,,,,,,TourAPI,인천,중구,숙박
인천광역시 옹진군 백령면 백령로 461-18,461-14 1동,2,B02,B0201,B02010700,3469455,32,20250123093313,,,,124.6976727988,37.9734037010,6,20250730103217,9,,루시아펜션,23101,28,720,AC,AC03,AC030100,인천,,일부구역 동반가능,,,,,,,,,,,,TourAPI,인천,옹진군,숙박
인천광역시 남동구 만수로111번길 38-1 (만수동),,2,A01,A0101,A01010400,3429335,12,20241129110322,http://tong.visitkorea.or.kr/cms/resource/42/3432342_image2_1.jpeg,http://tong.visitkorea.or.kr/cms/resource/42/3432342_image3_1.jpeg,Type1,126.7356764817,37.4679224874,6,20250730094703,4,,만수산 무장애나눔길,21521,28,200,NA,NA01,NA010100,인천,,전구역 동반가능,,,,,,,자유이용,,,,,TourAPI,인천,남동구,관광지
인천광역시 중구 영종진광장로 52,(중산동),2,B02,B0201,B02010700,2700223,32,20201221224903,,,,126.5789899894,37.4962469840,,20241126152437,10,,블루오션펜션,22393,28,110,AC,AC03,AC030100,인천,객실내 혼자두지 않도록 하며 지나친 짖음으로 인한 소음이 없도록 사전 케어,전구역 동반가능,,,,,8KG 미만 반려견,,"입마개 착용,목줄 착용",,,,,TourAPI,인천,중구,숙박
인천광역시 옹진군 선재로 55 뻘다방,,2,A05,A0502,A05020900,2834224,39,20220809094459,http://tong.visitkorea.or.kr/cms/resource/80/3537480_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/80/3537480_image3_1.jpg,Type1,126.5312876606,37.2342404602,6,20250917100929,9,,뻘다방,23123,28,720,FD,FD05,FD050100,인천,,전구역 동반가능,,,,,반려동물,,,,,,,TourAPI,인천,옹진군,음식점
인천광역시 중구 영종해안북로847번길 55,(운서동),2,A02,A0202,A02020800,2709524,12,20210311183411,http://tong.visitkorea.or.kr/cms/resource/34/3381734_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/34/3381734_image3_1.jpg,Type3,126.4532403015,37.4985639507,6,20250318131522,10,,삼목선착장,22380,28,110,EX,EX07,EX070100,인천,,전구역 동반가능,,,"- 승선 시 보호자가 안고 탑승하는 것을 권장
- 맹견의 경우, 입마개 착용 필수
- 배변봉투 지참 및 배변처리 필수",,전 견종 동반 가능,,목줄 착용,,,,,TourAPI,인천,중구,관광지
인천광역시 중구 용유로380번길 21,,2,A01,A0102,A01020200,129605,12,20070713090000,http://tong.visitkorea.or.kr/cms/resource/25/3044425_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/25/3044425_image3_1.jpg,Type3,126.3789681524,37.4396528391,6,20250416113708,10,,선녀바위,22384,28,110,NA,NA03,NA030300,인천,,전구역 동반가능,,,"- 맹견의 경우, 입마개 착용 필수
- 배변봉투 지참 및 배변처리 필수",,전 견종 동반 가능,,목줄 착용,,,,,TourAPI,인천,중구,관광지
인천광역시 옹진군 영흥면 선재로226번길 164,,2,A03,A0303,A03030600,2768107,28,20211104192155,http://tong.visitkorea.or.kr/cms/resource/14/2791214_image2_1.JPG,http://tong.visitkorea.or.kr/cms/resource/14/2791214_image3_1.JPG,Type3,126.5220129578,37.2542685314,6,20251117162304,9,,선재낚시공원,23122,28,720,LS,LS02,LS020600,인천,,전구역 동반가능,,,"- 낚시에 방해되지 않도록 각별히 주의요망
- 맹견의 경우, 입마개 착용 필수
- 배변봉투 지참 및 배변처리 필수",,전 견종 동반 가능,,목줄 착용,,,,,TourAPI,인천,옹진군,레포츠
인천광역시 남동구 아암대로 1605,,2,A02,A0206,A02060300,2647918,14,20200214234802,http://tong.visitkorea.or.kr/cms/resource/17/2647917_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/17/2647917_image3_1.jpg,Type3,126.7375060322,37.3982361693,6,20250728141259,4,,소래역사관,21673,28,200,VE,VE07,VE070300,인천,,,,,,,불가(안내견만 가능),,,,,,,TourAPI,인천,남동구,문화시설
인천광역시 연수구 컨벤시아대로 160,,2,A02,A0202,A02020700,2465107,12,20161220193818,http://tong.visitkorea.or.kr/cms/resource/19/3512919_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/19/3512919_image3_1.jpg,Type1,126.6435981392,37.3903993102,6,20251110174407,8,,송도 센트럴파크,22004,28,185,VE,VE03,VE030500,인천,,전구역 동반가능,,,"- 맹견의 경우, 입마개 착용 필수
- 배변봉투 지참 및 배변처리 필수",,전 견종 동반 가능,,목줄 착용,,,,,TourAPI,인천,연수구,관광지
인천광역시 중구 송월동3가,17-1,2,A02,A0203,A02030100,1938168,12,20140730230630,http://tong.visitkorea.or.kr/cms/resource/49/3537549_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/49/3537549_image3_1.jpg,Type1,126.6206117066,37.4776526567,6,20250916155005,10,,송월동 동화마을,22311,28,110,VE,VE04,VE040200,인천,,전구역 동반가능,,,- 배변봉투 지참 및 배변처리 필수,,전 견종 동반 가능,,목줄 착용,,,,,TourAPI,인천,중구,관광지
인천광역시 계양구 둑실동 135-25 경인아라뱃길 아라마루,,2,A02,A0205,A02050600,2675429,12,20201008184256,http://tong.visitkorea.or.kr/cms/resource/91/3542091_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/91/3542091_image3_1.jpg,Type1,126.7013766786,37.5729068961,6,20250922163528,2,,아라마루 전망대,21000,28,245,VE,VE01,VE010200,인천,,전구역 동반가능,,,"- 맹견의 경우, 입마개 착용 필수
- 배변봉투 지참 및 배변처리 필수",,전 견종 동반 가능,,목줄 착용,,,,,TourAPI,인천,계양구,관광지
인천광역시 강화군 화도면 해안남로 2421-202,,2,B02,B0201,B02010700,3102225,32,20240217154300,,,,126.3774327523,37.6206900708,6,20240819180604,1,,에떼르모 펜션,23061,28,710,AC,AC03,AC030100,인천,,,,,,,불가,,,,,,,TourAPI,인천,강화군,숙박
인천광역시 강화군 내가면 강화서로225번길 18-1,,2,B02,B0201,B02011600,2468936,32,20161222180351,http://tong.visitkorea.or.kr/cms/resource/23/2451823_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/23/2451823_image2_1.jpg,Type3,126.3892095829,37.7161235947,,20250120144737,1,,옛날에금잔디,23018,28,710,AC,AC03,AC030200,인천,,전구역 동반가능,,,,,15kg미만 반려견,,매너벨트 착용,,,,,TourAPI,인천,강화군,숙박
인천광역시 연수구 컨벤시아대로 165,,2,B02,B0201,B02010500,2007951,32,20150605021104,http://tong.visitkorea.or.kr/cms/resource/37/2720037_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/37/2720037_image3_1.jpg,Type3,126.6444564277,37.3891939097,6,20251117155346,8,,오크우드 프리미어 인천,21998,28,185,AC,AC02,AC020100,인천,,일부구역 동반가능,,"배변판 및 배변패드, (프리미엄 패키지 이용 시) 애견가운, 계단","- 전객실 2마리까지만 투숙 가능
- 보증금 50만원, 1마리당 청소비용 77,000원 부과",,9kg 이하 동반 가능,반려동물 유모차(투숙 상품에 따라 유/무상 여부 상이),,,,,,TourAPI,인천,연수구,숙박
인천광역시 옹진군 백령면 연화리 1026-9,,2,A01,A0101,A01011100,560996,12,20080519184636,http://tong.visitkorea.or.kr/cms/resource/07/2918007_image2_1.JPG,http://tong.visitkorea.or.kr/cms/resource/07/2918007_image3_1.JPG,Type3,124.6194550562,37.9742662146,6,20250704150528,9,,옹진 백령도 두무진,23100,28,720,NA,NA02,NA020800,인천,,전구역 동반가능,,,"- 맹견의 경우, 입마개 착용 필수
- 배변봉투 지참 및 배변처리 필수",,전 견종 동반 가능,,목줄 착용,,,,,TourAPI,인천,옹진군,관광지
인천광역시 중구 월미로 131-31 (북성동1가),,2,A02,A0202,A02020700,879086,12,20091127181236,http://tong.visitkorea.or.kr/cms/resource/69/3532869_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/69/3532869_image3_1.jpg,Type1,126.6041549279,37.4757498100,6,20251117155110,10,,월미공원,22304,28,110,VE,VE03,VE030100,인천,,일부구역 동반가능,"반려견 놀이터 
- 동물 등록증 보유 및 광견병 확인 필수 
- 월요일 및 우천 시 휴무 
- 이용시간 : 평일 오전 9시부터 오후 6시",,"- 맹견의 경우, 입마개 착용 필수
- 배변봉투 지참 및 배변처리 필수",,전 견종 동반 가능,,목줄 착용,,,,,TourAPI,인천,중구,관광지
